x,z,level,in_memory,status,full_status,accessible_ready,ticking_ready,entity_ticking_ready,ticket,spawning,block_entity_count,ticking_ticket,ticking_level,block_ticks,fluid_ticks
-5,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-5, -3])] at 285",false,0,no_ticket,30,0,19
-5,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-5, -2])] at 307",false,0,no_ticket,30,0,2
-5,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-5, -1])] at 326",false,0,no_ticket,30,0,0
-5,0,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-5, 0])] at 327",false,0,no_ticket,30,0,5
-5,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-5, 1])] at 327",false,0,no_ticket,30,0,0
-5,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-5, 2])] at 326",false,0,no_ticket,30,0,0
-5,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-5, 3])] at 310",false,0,no_ticket,30,0,0
-5,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-5, 4])] at 283",false,1,no_ticket,30,0,0
-30,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -21])] at 280",false,0,no_ticket,30,0,0
-30,-20,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -20])] at 238",false,0,no_ticket,29,0,0
-30,-19,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -19])] at 238",false,0,no_ticket,29,0,0
-29,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-29, -21])] at 281",false,0,no_ticket,30,0,0
-28,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -21])] at 281",false,0,no_ticket,30,0,0
-30,-18,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -18])] at 217",false,0,no_ticket,29,0,0
-30,-17,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -17])] at 229",false,0,no_ticket,29,0,0
-27,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-27, -21])] at 269",false,0,no_ticket,30,0,0
-26,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-26, -21])] at 259",false,0,no_ticket,30,0,0
-30,-16,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -16])] at 232",false,0,no_ticket,29,0,0
-30,-15,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -15])] at 237",false,0,no_ticket,29,0,0
-25,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-25, -21])] at 281",false,0,no_ticket,30,0,0
-24,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -21])] at 273",false,0,no_ticket,30,0,0
-30,-14,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -14])] at 237",false,0,no_ticket,29,0,0
-30,-13,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -13])] at 232",false,0,no_ticket,29,0,0
-23,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -21])] at 281",false,0,no_ticket,30,0,0
-22,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -21])] at 268",false,0,no_ticket,30,0,0
-30,-12,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -12])] at 230",false,0,no_ticket,29,0,2
-30,-11,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -11])] at 217",false,0,no_ticket,29,0,0
-21,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -21])] at 252",false,0,no_ticket,30,0,0
-20,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, -21])] at 259",false,0,no_ticket,30,0,0
-30,-10,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -10])] at 238",false,0,no_ticket,29,0,0
-30,-9,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -9])] at 238",false,0,no_ticket,29,0,0
-19,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, -21])] at 274",false,0,no_ticket,30,0,0
-18,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, -21])] at 257",false,0,no_ticket,30,0,0
-30,-8,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -8])] at 237",false,0,no_ticket,29,0,0
-30,-7,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -7])] at 238",false,0,no_ticket,29,0,0
-17,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, -21])] at 254",false,0,no_ticket,30,0,0
-16,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, -21])] at 278",false,0,no_ticket,30,0,0
-30,-6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -6])] at 232",false,0,no_ticket,29,0,0
-30,-5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -5])] at 233",false,0,no_ticket,29,0,0
-15,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, -21])] at 267",false,0,no_ticket,30,0,0
-14,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -21])] at 241",false,0,no_ticket,30,0,0
-30,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -4])] at 217",false,0,no_ticket,29,0,0
-30,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -3])] at 237",false,0,no_ticket,29,0,0
-13,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -21])] at 281",false,0,no_ticket,30,0,0
-12,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -21])] at 250",false,0,no_ticket,30,0,0
-30,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -2])] at 232",false,0,no_ticket,29,0,0
-30,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -1])] at 238",false,0,no_ticket,29,0,0
-11,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -21])] at 241",false,0,no_ticket,30,0,0
-10,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-10, -21])] at 278",false,0,no_ticket,30,0,0
-30,0,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, 0])] at 238",false,0,no_ticket,29,0,0
-30,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, 1])] at 238",false,7,no_ticket,29,0,0
-9,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-9, -21])] at 250",false,0,no_ticket,30,0,0
-8,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-8, -21])] at 281",false,0,no_ticket,30,0,0
-30,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, 2])] at 238",false,0,no_ticket,29,0,0
-30,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, 3])] at 219",false,0,no_ticket,29,0,0
-7,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-7, -21])] at 238",false,0,no_ticket,30,0,2
-6,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-6, -21])] at 240",false,0,no_ticket,30,0,0
-30,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, 4])] at 230",false,0,no_ticket,29,0,0
-30,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, 5])] at 264",false,0,no_ticket,30,0,0
-29,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-29, 5])] at 268",false,0,no_ticket,30,0,0
-28,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, 5])] at 278",false,0,no_ticket,30,0,0
-27,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-27, 5])] at 281",false,0,no_ticket,30,0,4
-26,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-26, 5])] at 264",false,0,no_ticket,30,0,0
-25,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-25, 5])] at 250",false,0,no_ticket,30,0,0
-24,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, 5])] at 260",false,0,no_ticket,30,0,2
-23,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, 5])] at 263",false,0,no_ticket,30,0,0
-22,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, 5])] at 280",false,0,no_ticket,30,0,0
-21,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, 5])] at 275",false,0,no_ticket,30,0,0
-20,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, 5])] at 259",false,0,no_ticket,30,0,0
-19,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, 5])] at 281",false,0,no_ticket,30,0,0
-18,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, 5])] at 281",false,0,no_ticket,30,0,0
-17,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, 5])] at 281",false,0,no_ticket,30,0,0
-16,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, 5])] at 281",false,0,no_ticket,30,0,0
-15,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, 5])] at 281",false,0,no_ticket,30,0,0
-14,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, 5])] at 278",false,0,no_ticket,30,0,0
-13,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, 5])] at 272",false,0,no_ticket,30,0,0
-12,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, 5])] at 281",false,2,no_ticket,30,0,0
-11,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, 5])] at 276",false,0,no_ticket,30,0,0
-10,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-10, 5])] at 280",false,0,no_ticket,30,0,0
-9,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-9, 5])] at 276",false,0,no_ticket,30,0,0
-8,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-8, 5])] at 280",false,0,no_ticket,30,0,0
-7,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-7, 5])] at 281",false,0,no_ticket,30,0,0
-6,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-6, 5])] at 254",false,0,no_ticket,30,0,0
-5,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-5, -21])] at 278",false,0,no_ticket,30,0,0
-5,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-5, 5])] at 269",false,2,no_ticket,30,0,0
-4,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -21])] at 364",false,0,no_ticket,31,0,1
-4,-20,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -20])] at 384",false,0,no_ticket,31,0,0
-4,-19,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -19])] at 395",false,0,no_ticket,31,0,0
-4,-18,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -18])] at 394",false,0,no_ticket,31,0,0
-4,-17,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -17])] at 393",false,0,no_ticket,31,0,0
-4,-16,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -16])] at 389",false,0,no_ticket,31,0,5
-4,-15,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -15])] at 389",false,0,no_ticket,31,0,0
-4,-14,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -14])] at 389",false,0,no_ticket,31,0,0
-4,-13,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -13])] at 393",false,0,no_ticket,31,0,0
-4,-12,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -12])] at 394",false,4,no_ticket,31,0,0
-4,-11,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -11])] at 395",false,0,no_ticket,31,0,0
-4,-10,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -10])] at 377",false,0,no_ticket,31,0,0
-4,-9,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -9])] at 387",false,0,no_ticket,31,0,0
-4,-8,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -8])] at 388",false,0,no_ticket,31,0,0
-4,-7,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -7])] at 388",false,0,no_ticket,31,0,0
-4,-6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -6])] at 392",false,0,no_ticket,31,0,0
-4,-5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -5])] at 391",false,0,no_ticket,31,0,39
-4,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -4])] at 395",false,0,no_ticket,31,0,0
-4,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -3])] at 395",false,0,no_ticket,31,0,5
-4,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -2])] at 387",false,0,no_ticket,31,0,12
-4,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, -1])] at 389",false,0,no_ticket,31,0,6
-4,0,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, 0])] at 367",false,0,no_ticket,31,0,15
-4,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, 1])] at 387",false,0,no_ticket,31,0,6
-4,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, 2])] at 395",false,0,no_ticket,31,0,0
-4,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, 3])] at 395",false,0,no_ticket,31,0,0
-4,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, 4])] at 392",false,0,no_ticket,31,0,0
-4,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-4, 5])] at 391",false,0,no_ticket,31,0,0
-31,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -22])] at 341",false,0,no_ticket,31,0,0
-31,-21,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -21])] at 314",false,0,no_ticket,30,0,0
-31,-20,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -20])] at 327",false,0,no_ticket,30,0,0
-30,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, -22])] at 364",false,0,no_ticket,31,0,0
-29,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-29, -22])] at 363",false,0,no_ticket,31,0,2
-31,-19,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -19])] at 327",false,0,no_ticket,30,0,0
-31,-18,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -18])] at 325",false,0,no_ticket,30,0,0
-28,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -22])] at 333",false,0,no_ticket,31,0,0
-27,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-27, -22])] at 344",false,0,no_ticket,31,0,0
-31,-17,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -17])] at 324",false,0,no_ticket,30,0,0
-31,-16,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -16])] at 322",false,0,no_ticket,30,0,0
-26,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-26, -22])] at 327",false,0,no_ticket,31,0,0
-25,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-25, -22])] at 364",false,0,no_ticket,31,0,0
-31,-15,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -15])] at 317",false,0,no_ticket,30,0,0
-31,-14,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -14])] at 311",false,0,no_ticket,30,0,2
-24,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -22])] at 341",false,0,no_ticket,31,0,0
-23,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -22])] at 338",false,0,no_ticket,31,0,0
-31,-13,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -13])] at 327",false,0,no_ticket,30,0,0
-31,-12,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -12])] at 283",false,0,no_ticket,30,0,0
-22,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -22])] at 361",false,0,no_ticket,31,0,0
-21,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -22])] at 340",false,0,no_ticket,31,0,0
-31,-11,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -11])] at 302",false,0,no_ticket,30,0,0
-31,-10,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -10])] at 316",false,0,no_ticket,30,0,0
-20,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, -22])] at 352",false,0,no_ticket,31,0,0
-19,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, -22])] at 346",false,0,no_ticket,31,0,0
-31,-9,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -9])] at 320",false,0,no_ticket,30,0,0
-31,-8,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -8])] at 324",false,0,no_ticket,30,0,0
-18,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, -22])] at 364",false,0,no_ticket,31,0,0
-17,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, -22])] at 327",false,0,no_ticket,31,0,0
-31,-7,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -7])] at 324",false,0,no_ticket,30,0,0
-31,-6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -6])] at 327",false,0,no_ticket,30,0,0
-16,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, -22])] at 364",false,0,no_ticket,31,0,0
-15,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, -22])] at 364",false,0,no_ticket,31,0,0
-31,-5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -5])] at 327",false,0,no_ticket,30,0,0
-31,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -4])] at 302",false,0,no_ticket,30,0,0
-14,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -22])] at 361",false,0,no_ticket,31,0,0
-13,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -22])] at 347",false,0,no_ticket,31,0,0
-31,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -3])] at 283",false,0,no_ticket,30,0,0
-31,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -2])] at 292",false,0,no_ticket,30,0,0
-12,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -22])] at 341",false,0,no_ticket,31,0,0
-11,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -22])] at 358",false,0,no_ticket,31,0,0
-31,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, -1])] at 312",false,0,no_ticket,30,0,0
-31,0,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, 0])] at 327",false,0,no_ticket,30,0,0
-10,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-10, -22])] at 361",false,0,no_ticket,31,0,0
-9,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-9, -22])] at 361",false,0,no_ticket,31,0,0
-31,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, 1])] at 327",false,0,no_ticket,30,0,0
-31,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, 2])] at 322",false,0,no_ticket,30,0,0
-8,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-8, -22])] at 364",false,0,no_ticket,31,0,0
-7,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-7, -22])] at 352",false,0,no_ticket,31,0,0
-31,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, 3])] at 326",false,0,no_ticket,30,0,0
-31,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, 4])] at 318",false,0,no_ticket,30,0,0
-6,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-6, -22])] at 347",false,0,no_ticket,31,0,4
-5,-22,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-5, -22])] at 361",false,0,no_ticket,31,0,0
-31,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, 5])] at 318",false,0,no_ticket,30,0,0
-31,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-31, 6])] at 355",false,0,no_ticket,31,0,0
-30,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-30, 6])] at 362",false,0,no_ticket,31,0,0
-29,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-29, 6])] at 361",false,0,no_ticket,31,0,0
-28,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, 6])] at 364",false,0,no_ticket,31,0,0
-27,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-27, 6])] at 327",false,0,no_ticket,31,0,0
-26,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-26, 6])] at 358",false,0,no_ticket,31,0,0
-25,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-25, 6])] at 360",false,0,no_ticket,31,0,0
-24,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, 6])] at 361",false,0,no_ticket,31,0,3
-23,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, 6])] at 355",false,0,no_ticket,31,0,0
-22,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, 6])] at 361",false,0,no_ticket,31,0,0
-21,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, 6])] at 361",false,0,no_ticket,31,0,0
-20,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, 6])] at 352",false,0,no_ticket,31,0,0
-19,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, 6])] at 364",false,0,no_ticket,31,0,0
-18,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, 6])] at 364",false,0,no_ticket,31,0,0
-17,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, 6])] at 358",false,0,no_ticket,31,0,0
-16,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, 6])] at 364",false,0,no_ticket,31,0,0
-15,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, 6])] at 364",false,0,no_ticket,31,0,0
-14,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, 6])] at 360",false,0,no_ticket,31,0,0
-13,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, 6])] at 327",false,0,no_ticket,31,0,0
-12,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, 6])] at 358",false,0,no_ticket,31,0,1
-11,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, 6])] at 364",false,0,no_ticket,31,0,5
-10,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-10, 6])] at 364",false,0,no_ticket,31,0,0
-9,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-9, 6])] at 361",false,0,no_ticket,31,0,0
-8,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-8, 6])] at 364",false,0,no_ticket,31,0,0
-7,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-7, 6])] at 364",false,0,no_ticket,31,0,0
